"UserID","UserNo","Name","Email","IP","ID","Started","Ended","Tracking","Q1","Q2","Q3","Q3.1","Q4.1","Q4.2","Q4.3","Q4.4","Q4.5","Q4.6","Q4.7","Q4.8","Q4.9","Q4.10","Q4.11","Q5","Q6","Q7","Q8","Q9","Q10","Q11","Q12","Q13","Q14","Q15","Q16","Q17","Q18","Q19","Q20","Q21","Q22","Q23","Q24","Q25","Q26.1","Q26.2","Q26.3","Q26.4","Q26.5","Q26.6","Q26.7","Q26.8","Q26.9","Q26.10","Q26.11","Q27.1","Q27.2","Q27.3","Q27.4","Q27.5","Q27.6","Q27.7","Q27.8","Q27.9","Q27.10","Q27.11","Q28","Q29","Q30","Q31","Q32","Q33","Q34","Q35","Q36","Q37.1","Q37.2","Q37.3","Q37.4","Q37.5","Q37.6","Q37.7","Q37.8","Q38.1","Q38.2","Q38.3","Q38.4","Q38.5","Q38.6","Q38.7","Q38.8","Q38.9","Q38.10","Q38.11","Q38.12","Q38.13","Q39.1","Q39.2","Q39.3","Q39.4","Q39.5","Q39.6","Q39.7","Q39.8","Q40","Q41","Q42","Q43","Q44","Q45","Q46"
100000008,9,NA,NA,"100.00.000.00",NA,1697635800,1699051500,"Web link 5","Civil service, including devolved administrations","Senior Executive Officer (or equivalent)","Active Travel England","test","No","No","Yes","Yes","No","Yes","No","Yes","Yes","No","No","test","test","test","test","test","test","test","test","test","Any other qualification","test","test","test","test","test","test","test","test","test","Regularly","No","I don't know","Yes","Yes","No","No","I don't know","I don't know","No","I don't know","Yes","test","Not required for my work","Yes","No","No","No","Not required for my work","Yes","No","No","No","test","Yes","Yes","Yes","Other: some text","It has become significantly better","No","test","test","test","Neutral","Neutral","Neutral","Neutral","Strongly Agree","Neutral","Disagree","Strongly Disagree","Never","All the time","Sometimes","Never","I don't understand this question","All the time","Sometimes","Sometimes","Rarely","All the time","All the time","Rarely","Regularly","All the time","Sometimes","Regularly","Never","All the time","All the time","Sometimes","Never","No","No","I don't know","some text","some text","test","some text"
100000009,10,NA,NA,"100.00.000.00",NA,1699020000,1697880600,"Web Link 2","Civil service, including devolved administrations","SCS Pay Band 1 (or equivalent)","-","test","No","No","Yes","No","Yes","Yes","No","Yes","No","No","Yes","test","test","test","test","test","test","test","test","test","Any other qualification","test","test","test","test","test","test","test","test","test","Rarely","Yes","I don't know","Yes","I don't know","Yes","I don't know","I don't know","I don't know","No","No","I don't know","some text","No","Yes","Yes","No","Not required for my work","No","Yes","Yes","Yes","Not required for my work","test","I don't know","No","I don't know","test","test","No","test","test","test","Strongly Disagree","Neutral","Strongly Agree","Strongly Disagree","Disagree","Strongly Disagree","Neutral","Disagree","I don't understand this question","Never","I don't understand this question","Sometimes","Never","Never","Sometimes","Never","Never","Rarely","I don't understand this question","Regularly","Never","Regularly","Never","Sometimes","Never","All the time","Never","Never","Sometimes","I don't know","No","I don't know","test","test","some text","some text"
100000010,11,NA,NA,"100.00.000.00",NA,1698209100,1698516900,"Default Web Link","Civil service, including devolved administrations","Other","Vehicle Certification Agency","test","No","No","Yes","Yes","Yes","Yes","No","Yes","No","No","Yes","test","test","test","test","test","test","test","test","test","Doctoral degree (or equivalent)","Science","Other","Yes","Science","BSc","Yes","English","BSc","Yes","Regularly","No","No","I don't know","Yes","Yes","Yes","I don't know","No","I don't know","No","No","test","Not required for my work","Not required for my work","No","No","Not required for my work","No","Not required for my work","Not required for my work","Not required for my work","Not required for my work","test","I don't know","No","No","test","test","No","test","test","test","Agree","Disagree","Neutral","Neutral","Neutral","Agree","Neutral","Disagree","Regularly","Sometimes","All the time","Never","All the time","Rarely","All the time","All the time","I don't understand this question","Sometimes","Regularly","Regularly","Sometimes","Regularly","Sometimes","Regularly","I don't understand this question","All the time","Sometimes","Never","Regularly","I don't know","I don't know","I don't know","test","test","test","test"
100000011,12,NA,NA,"100.00.000.00",NA,1698732000,1697598900,"Web link 4","Civil service, including devolved administrations","Administrative Officer (or equivalent)","UK Health Security Agency",NA,"No","Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Any other qualification",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rarely","Yes","No","Yes","I don't know","Yes","I don't know","Yes","I don't know","I don't know","Yes","Yes",NA,"Yes","Not required for my work","No","Not required for my work","No","Not required for my work","Yes","No","Yes","Not required for my work",NA,"No","I don't know","No",NA,NA,"Yes","No","Yes","Yes, but I haven't read it","Neutral","Agree","Agree","Strongly Disagree","Agree","Strongly Agree","Strongly Agree","Neutral","Regularly","I don't understand this question","Sometimes","All the time","All the time","Never","I don't understand this question","Sometimes","Rarely","All the time","I don't understand this question","All the time","All the time","All the time","Rarely","Regularly","Never","Never","Regularly","Sometimes","All the time","No","No","I don't know","some text","some text","some text",NA
100000012,13,NA,NA,"100.00.000.00",NA,1698494400,1699975800,"Default Web Link","Civil service, including devolved administrations","Grade 6 (or equivalent)","Forestry and Land Scotland",NA,"Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","No","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Doctoral degree (or equivalent)","Science","PhD","No","Science","PhD","No",NA,NA,NA,"Rarely","Yes","No","Yes","No","Yes","I don't know","No","No","I don't know","Yes","I don't know",NA,"Not required for my work","No","Yes","No","Not required for my work","Yes","Yes","Not required for my work","Yes","Not required for my work",NA,"Yes","Yes","Yes","Previous public sector employment","It has become significantly better","Yes","Yes","No","Yes, but I haven't read it","Strongly Disagree","Agree","Agree","Neutral","Agree","Strongly Disagree","Strongly Disagree","Neutral","Rarely","Never","Regularly","I don't understand this question","Rarely","Regularly","Never","Rarely","Sometimes","Sometimes","All the time","All the time","Never","Regularly","Sometimes","Sometimes","I don't understand this question","I don't understand this question","Regularly","I don't understand this question","All the time","No","No","No",NA,"some text","some text",NA
100000013,14,NA,NA,"100.00.000.00",NA,1699282800,1698770700,"Web link 5","Civil service, including devolved administrations","Senior Executive Officer (or equivalent)","Driver and Vehicle Standards Agency",NA,"No","No","No","No","Yes","Yes","Yes","Yes","No","Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Doctoral degree (or equivalent)","Mathematics","Other","Yes",NA,NA,NA,NA,NA,NA,"Rarely","Yes","No","Yes","I don't know","Yes","No","No","No","I don't know","Yes","Yes",NA,"Not required for my work","Yes","Yes","Not required for my work","Yes","Not required for my work","Yes","No","Not required for my work","No",NA,"I don't know","I don't know","Yes","Previous public sector employment","It has become slightly worse","Yes","I don't know","Yes","Yes, but I haven't read it","Disagree","Strongly Agree","Disagree","Neutral","Neutral","Strongly Agree","Neutral","Strongly Disagree","I don't understand this question","Never","Sometimes","Rarely","I don't understand this question","Regularly","Regularly","I don't understand this question","Sometimes","I don't understand this question","All the time","Rarely","Rarely","Sometimes","Sometimes","Rarely","All the time","Regularly","Never","I don't understand this question","Never","I don't know","Yes","No","some text",NA,NA,NA
100000014,15,NA,NA,"100.00.000.00",NA,1699067700,1698023700,"Web link 3","Civil service, including devolved administrations","Grade 7 (or equivalent)","Student Awards Agency for Scotland",NA,"Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Any other qualification",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rarely","Yes","I don't know","No","No","I don't know","No","I don't know","Yes","No","Yes","No",NA,"No","Not required for my work","Yes","No","No","Yes","Yes","No","No","No",NA,"No","No","I don't know",NA,NA,"No",NA,NA,NA,"Agree","Neutral","Strongly Disagree","Strongly Agree","Disagree","Strongly Agree","Disagree","Neutral","Never","I don't understand this question","Rarely","Sometimes","All the time","Rarely","Sometimes","All the time","Never","Regularly","Sometimes","Regularly","I don't understand this question","Rarely","Regularly","All the time","I don't understand this question","Regularly","Never","Sometimes","Rarely","No","I don't know","I don't know","some text","some text","some text",NA
100000015,16,NA,NA,"100.00.000.00",NA,1698481800,1699276500,"Default Web Link","Civil service, including devolved administrations","Executive Officer (or equivalent)","Department for Energy Security & Net Zero",NA,"Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Master's degree (or equivalent)","Other","PhD","No","Mathematics","PhD","Yes","Mathematics","PhD","Yes","Never",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"some text","some text"
100000016,17,NA,NA,"100.00.000.00",NA,1697611500,1699149600,"Web link 5","Civil service, including devolved administrations","Administrative Officer (or equivalent)","Centre for Environment, Fisheries and Aquaculture Science",NA,"Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Master's degree (or equivalent)","English","PhD","No","Other","BSc","No","Other","BSc","No","Regularly","No","I don't know","I don't know","I don't know","No","Yes","I don't know","I don't know","No","Yes","Yes",NA,"Not required for my work","No","Not required for my work","No","Not required for my work","No","Not required for my work","Not required for my work","Not required for my work","Not required for my work","some text","Yes","No","Yes","Education","It has stayed the same","No",NA,NA,NA,"Neutral","Neutral","Agree","Neutral","Neutral","Agree","Agree","Neutral","Never","Never","Rarely","All the time","Rarely","Regularly","Sometimes","I don't understand this question","All the time","Regularly","All the time","Rarely","Rarely","Sometimes","Sometimes","Never","I don't understand this question","Regularly","Sometimes","Regularly","Never","I don't know","I don't know","Yes","some text","some text","some text","some text"
100000017,18,NA,NA,"100.00.000.00",NA,1699749000,1697777100,"Web Link 2","NHS or local healthcare service",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHS","Band 2",NA,"England","NHS Trust",NA,NA,NA,"Doctoral degree (or equivalent)","Mathematics","Other","Yes","Mathematics","PhD","Yes","English","BSc","No","Rarely","No","No","I don't know","No","I don't know","Yes","No","I don't know","Yes","Yes","I don't know","some text","Not required for my work","No","Yes","No","Yes","Yes","Yes","Yes","Not required for my work","Not required for my work","some text","Yes","No","No",NA,NA,"Yes","Yes","No","No","Disagree","Strongly Disagree","Neutral","Disagree","Neutral","Strongly Agree","Neutral","Disagree","Sometimes","Rarely","Never","Rarely","Rarely","Regularly","I don't understand this question","Regularly","I don't understand this question","Never","I don't understand this question","I don't understand this question","I don't understand this question","Regularly","All the time","I don't understand this question","Rarely","Never","Sometimes","Sometimes","Sometimes","Yes","Yes","No",NA,"some text",NA,NA
100000018,19,NA,NA,"100.00.000.00",NA,1697921100,1699331400,"Web link 3","Civil service, including devolved administrations","Grade 6 (or equivalent)","Medicines and Healthcare products Regulatory Agency",NA,"Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Any other qualification",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Never",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"some text",NA,NA,"some text"
100000019,20,NA,NA,"100.00.000.00",NA,1697707800,1698665400,"Web link 3","NHS or local healthcare service",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Local Authority or NJC",NA,"Band 4","Scotland",NA,"NHS Scotland",NA,NA,"Master's degree (or equivalent)","English","PhD","Yes","Science","Other","No","Mathematics","MSc","No","Never",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100000020,21,NA,NA,"100.00.000.00",NA,1699664400,1698713100,"Web Link 2","Civil service, including devolved administrations","Executive Officer (or equivalent)","Ofqual",NA,"Yes","Yes","No","No","No","Yes","No","No","No","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Master's degree (or equivalent)","Science","PhD","No","Other","Other","No",NA,NA,NA,"All the time","No","No","No","No","I don't know","No","I don't know","No","I don't know","Yes","No",NA,"No","Not required for my work","Yes","Yes","No","No","Not required for my work","Yes","No","Not required for my work",NA,"Yes","I don't know","No",NA,NA,"No",NA,NA,NA,"Disagree","Agree","Neutral","Agree","Agree","Agree","Disagree","Strongly Disagree","I don't understand this question","I don't understand this question","All the time","Regularly","Sometimes","I don't understand this question","All the time","I don't understand this question","Regularly","Sometimes","Sometimes","Sometimes","Never","All the time","Never","I don't understand this question","Never","Sometimes","All the time","All the time","Never","No","I don't know","I don't know",NA,NA,NA,NA
100000021,22,NA,NA,"100.00.000.00",NA,1699447500,1697508000,"Web link 5","Civil service, including devolved administrations","Grade 6 (or equivalent)","Competition and Markets Authority",NA,"Yes","Yes","Yes","No","No","No","No","No","Yes","Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Master's degree (or equivalent)","Mathematics","MSc","No","English","MSc","No","Other","BSc","No","Regularly","No","Yes","No","No","No","Yes","I don't know","No","Yes","No","I don't know",NA,"Not required for my work","Yes","No","Yes","Not required for my work","Yes","Yes","No","Yes","Yes",NA,"No","I don't know","Yes","Education","It has become significantly better","Yes","No","No","Yes, but I haven't read it","Disagree","Agree","Disagree","Neutral","Strongly Agree","Strongly Disagree","Disagree","Neutral","Sometimes","Rarely","I don't understand this question","Regularly","Sometimes","Regularly","Sometimes","Never","Never","Regularly","Rarely","Sometimes","I don't understand this question","Regularly","Regularly","Regularly","All the time","I don't understand this question","Rarely","Sometimes","Sometimes","Yes","I don't know","No","some text",NA,NA,"some text"
100000022,23,NA,NA,"100.00.000.00",NA,1699732800,1698208200,"Web link 5","NHS or local healthcare service",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHS","Band 6",NA,"Wales",NA,NA,"NHS Trust",NA,"Doctoral degree (or equivalent)","Science","PhD","No","Other","MSc","Yes","Mathematics","MSc","Yes","All the time","Yes","Yes","No","Yes","I don't know","I don't know","I don't know","I don't know","No","No","I don't know","some text","No","Yes","Not required for my work","Yes","Not required for my work","No","Yes","Not required for my work","No","No",NA,"No","I don't know","I don't know",NA,NA,"No",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Disagree","Disagree","Disagree","Sometimes","I don't understand this question","All the time","I don't understand this question","Regularly","Rarely","Regularly","Sometimes","Never","Rarely","All the time","I don't understand this question","Never","Sometimes","I don't understand this question","Regularly","I don't understand this question","I don't understand this question","Never","Regularly","Sometimes","I don't know","I don't know","Yes","some text",NA,NA,"some text"
100000023,24,NA,NA,"100.00.000.00",NA,1697706900,1700087400,"Default Web Link","Civil service, including devolved administrations","Grade 6 (or equivalent)","National Infrastructure Commission",NA,"No","Yes","No","Yes","Yes","No","Yes","Yes","No","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Any other qualification",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rarely","Yes","I don't know","No","No","I don't know","I don't know","I don't know","Yes","No","I don't know","Yes",NA,"Yes","Not required for my work","Yes","Yes","Not required for my work","No","Yes","Not required for my work","Not required for my work","Not required for my work",NA,"Yes","Yes","I don't know",NA,NA,"Yes","I don't know","Yes, and I am a RAP Champion","No","Strongly Disagree","Agree","Strongly Agree","Strongly Disagree","Agree","Disagree","Strongly Disagree","Disagree","Never","Never","Never","I don't understand this question","Rarely","All the time","All the time","I don't understand this question","I don't understand this question","Never","I don't understand this question","Regularly","Never","Sometimes","Rarely","Sometimes","Rarely","Never","Rarely","Rarely","Sometimes","Yes","Yes","Yes",NA,"some text",NA,NA
100000024,25,NA,NA,"100.00.000.00",NA,1700039700,1697852700,"Default Web Link","NHS or local healthcare service",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHS","Band 6",NA,"Northern Ireland",NA,NA,NA,"Public Health Agency","Any other qualification",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Never",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"some text","some text","some text","some text"
100000025,26,NA,NA,"100.00.000.00",NA,1697744700,1697797800,"Web link 5","NHS or local healthcare service",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHS","Band 1",NA,"Wales",NA,NA,"NHS Trust",NA,"Doctoral degree (or equivalent)","Other","PhD","Yes","Science","Other","Yes","Mathematics","MSc","No","Sometimes","Yes","I don't know","Yes","Yes","Yes","No","Yes","No","I don't know","Yes","I don't know","some text","No","No","No","Not required for my work","No","Not required for my work","Not required for my work","No","Yes","No",NA,"Yes","Yes","Yes","Previous public sector employment","It has become slightly worse","No",NA,NA,NA,"Strongly Disagree","Neutral","Strongly Agree","Agree","Strongly Disagree","Disagree","Strongly Disagree","Agree","Rarely","Rarely","Sometimes","I don't understand this question","Rarely","Regularly","Never","Sometimes","All the time","Regularly","I don't understand this question","Rarely","All the time","I don't understand this question","I don't understand this question","I don't understand this question","Rarely","All the time","I don't understand this question","Sometimes","I don't understand this question","Yes","No","Yes","some text",NA,"some text",NA
