"UserID","UserNo","Name","Email","IP","ID","Started","Ended","Tracking","Q1","Q2","Q3","Q3.1","Q4.1","Q4.2","Q4.3","Q4.4","Q4.5","Q4.6","Q4.7","Q4.8","Q4.9","Q4.10","Q4.11","Q5","Q6","Q7","Q8","Q9","Q10","Q11","Q12","Q13","Q14","Q15","Q16","Q17","Q18","Q19","Q20","Q21","Q22","Q23","Q24","Q25","Q26.1","Q26.2","Q26.3","Q26.4","Q26.5","Q26.6","Q26.7","Q26.8","Q26.9","Q26.10","Q26.11","Q27.1","Q27.2","Q27.3","Q27.4","Q27.5","Q27.6","Q27.7","Q27.8","Q27.9","Q27.10","Q27.11","Q28","Q29","Q30","Q31","Q32","Q33","Q34","Q35","Q36","Q37.1","Q37.2","Q37.3","Q37.4","Q37.5","Q37.6","Q37.7","Q37.8","Q38.1","Q38.2","Q38.3","Q38.4","Q38.5","Q38.6","Q38.7","Q38.8","Q38.9","Q38.10","Q38.11","Q38.12","Q38.13","Q39.1","Q39.2","Q39.3","Q39.4","Q39.5","Q39.6","Q39.7","Q39.8","Q40","Q41","Q42","Q43","Q44","Q45","Q46"
100000008,9,NA,NA,"100.00.000.00",NA,1698854400,1698200100,"Web link 5","Civil service, including devolved administrations","Higher Executive Officer (or equivalent)","Planning Inspectorate",NA,"Yes","Yes","No","No","No","No","No","Yes","No","No","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor's degree (or equivalent)","Mathematics","MSc","No",NA,NA,NA,NA,NA,NA,"All the time","Yes","Yes","No","Yes","No","I don't know","Yes","No","No","No","I don't know","some text","Not required for my work","Not required for my work","No","Not required for my work","Yes","Yes","No","Not required for my work","Not required for my work","Not required for my work",NA,"No","Yes","Yes","Previous private sector employment","It has become slightly worse","Yes","Yes","Yes","Yes","Strongly Agree","Strongly Agree","Strongly Agree","Neutral","Strongly Agree","Disagree","Strongly Agree","Strongly Agree","Rarely","Rarely","Rarely","Regularly","Regularly","Never","Never","Rarely","Regularly","All the time","I don't understand this question","All the time","Regularly","Sometimes","Sometimes","Rarely","All the time","Sometimes","All the time","All the time","Rarely","No","I don't know","I don't know",NA,"some text","some text","some text"
100000009,10,NA,NA,"100.00.000.00",NA,1699425000,1698168600,"Default Web Link","Civil service, including devolved administrations","SCS Pay Band 1 (or equivalent)","Office for National Statistics",NA,"Yes","No","Yes","No","No","Yes","No","No","No","Yes","No","Directorate 6",NA,NA,NA,NA,NA,NA,NA,NA,"Doctoral degree (or equivalent)","Mathematics","PhD","Yes","Other","PhD","Yes","Science","BSc","No","Sometimes","No","I don't know","I don't know","I don't know","Yes","I don't know","I don't know","I don't know","I don't know","Yes","Yes","some text","Yes","No","No","No","Not required for my work","Yes","No","Yes","Not required for my work","No",NA,"I don't know","No","Yes","Previous private sector employment","It has become significantly worse","Yes","I don't know","Yes, and I am a RAP Champion","Yes","Strongly Agree","Strongly Disagree","Disagree","Disagree","Neutral","Agree","Strongly Agree","Agree","Never","Rarely","Regularly","Rarely","Never","All the time","Regularly","Regularly","All the time","Regularly","I don't understand this question","Rarely","Never","Never","Regularly","Never","Rarely","Rarely","Never","Sometimes","Regularly","Yes","No","I don't know","some text",NA,"some text",NA
100000010,11,NA,NA,"100.00.000.00",NA,1700067600,1698399000,"Web link 5","Civil service, including devolved administrations","Administrative Officer (or equivalent)","HM Revenue & Customs (excl. agencies)",NA,"No","No","Yes","Yes","No","No","No","Yes","Yes","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor's degree (or equivalent)","English","PhD","No","Mathematics","PhD","No","English","Other","No","Regularly","Yes","I don't know","No","I don't know","No","Yes","No","Yes","No","No","Yes",NA,"No","Yes","No","Not required for my work","No","Yes","Not required for my work","No","Yes","Yes",NA,"No","I don't know","Yes","Previous public sector employment","It has stayed the same","Yes","No","Yes","Yes","Neutral","Agree","Agree","Agree","Strongly Agree","Strongly Disagree","Neutral","Disagree","Sometimes","Never","Never","All the time","Rarely","Regularly","Never","I don't understand this question","Never","All the time","Sometimes","Rarely","All the time","Rarely","Sometimes","All the time","Sometimes","Rarely","Sometimes","All the time","I don't understand this question","No","No","Yes",NA,"some text","some text","some text"
100000011,12,NA,NA,"100.00.000.00",NA,1698305400,1697439600,"Web link 4","Civil service, including devolved administrations","SCS Pay Band 1 (or equivalent)","Crown Prosecution Service",NA,"Yes","No","No","Yes","No","No","Yes","Yes","Yes","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Any other qualification",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Never",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"some text",NA
100000012,13,NA,NA,"100.00.000.00",NA,1699849800,1698716700,"Web Link 2","NHS or local healthcare service",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHS","Band 2",NA,"England","NHS England",NA,NA,NA,"Doctoral degree (or equivalent)","Mathematics","PhD","Yes","English","BSc","Yes","English","MSc","Yes","Never",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"some text",NA,NA,"some text"
100000013,14,NA,NA,"100.00.000.00",NA,1698360300,1699389900,"Web link 3","NHS or local healthcare service",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHS","Band 1",NA,"England","NHS Trust",NA,NA,NA,"Master's degree (or equivalent)","Mathematics","MSc","No","Science","PhD","Yes",NA,NA,NA,"Rarely","Yes","No","Yes","I don't know","I don't know","No","No","Yes","No","I don't know","I don't know",NA,"Yes","No","No","No","No","Yes","Not required for my work","Not required for my work","Not required for my work","Not required for my work","some text","I don't know","No","Yes","Previous public sector employment","It has become significantly better","Yes","I don't know","Yes","Yes, but I haven't read it","Disagree","Strongly Agree","Agree","Neutral","Strongly Agree","Disagree","Strongly Agree","Strongly Agree","Rarely","All the time","Rarely","Sometimes","I don't understand this question","Sometimes","All the time","I don't understand this question","Rarely","I don't understand this question","Sometimes","I don't understand this question","All the time","Never","Sometimes","Sometimes","I don't understand this question","I don't understand this question","Never","I don't understand this question","Sometimes","I don't know","Yes","No","some text",NA,NA,NA
100000014,15,NA,NA,"100.00.000.00",NA,1697763600,1697761800,"Default Web Link","NHS or local healthcare service",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHS","Band 2",NA,"Scotland",NA,"NHS Scotland",NA,NA,"Master's degree (or equivalent)","Science","MSc","No","Science","PhD","No","Science","PhD","Yes","Sometimes","Yes","No","I don't know","I don't know","I don't know","I don't know","Yes","Yes","No","No","Yes",NA,"No","Yes","Not required for my work","Not required for my work","Not required for my work","Yes","Not required for my work","No","Not required for my work","Yes",NA,"No","No","I don't know",NA,NA,"No",NA,NA,NA,"Agree","Strongly Disagree","Disagree","Strongly Disagree","Strongly Disagree","Neutral","Strongly Agree","Disagree","I don't understand this question","I don't understand this question","Rarely","Sometimes","Sometimes","Sometimes","Sometimes","Never","I don't understand this question","All the time","Regularly","Rarely","All the time","Sometimes","I don't understand this question","Regularly","Rarely","Regularly","Sometimes","I don't understand this question","Never","No","Yes","Yes",NA,"some text","some text","some text"
100000015,16,NA,NA,"100.00.000.00",NA,1698461100,1697812200,"Web Link 2","NHS or local healthcare service",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHS","Band 4",NA,"Wales",NA,NA,"Other",NA,"Master's degree (or equivalent)","Science","MSc","No","Mathematics","MSc","Yes","Science","BSc","Yes","Sometimes","No","Yes","No","I don't know","Yes","Yes","Yes","I don't know","Yes","I don't know","Yes",NA,"No","Yes","Not required for my work","Not required for my work","No","Not required for my work","Not required for my work","No","No","Yes",NA,"I don't know","No","I don't know",NA,NA,"No",NA,NA,NA,"Strongly Disagree","Neutral","Strongly Disagree","Neutral","Neutral","Neutral","Strongly Agree","Agree","Rarely","Regularly","I don't understand this question","Regularly","All the time","I don't understand this question","Never","I don't understand this question","All the time","Never","Sometimes","All the time","Sometimes","Never","Sometimes","Sometimes","Regularly","Sometimes","All the time","All the time","Regularly","No","No","I don't know",NA,NA,"some text","some text"
100000016,17,NA,NA,"100.00.000.00",NA,1699266600,1697758200,"Web link 4","Civil service, including devolved administrations","Higher Executive Officer (or equivalent)","-",NA,"No","No","Yes","No","Yes","Yes","No","Yes","Yes","No","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor's degree (or equivalent)","English","PhD","No","Mathematics","Other","Yes","Other","PhD","No","Rarely","No","No","I don't know","I don't know","No","No","I don't know","No","Yes","I don't know","Yes",NA,"Yes","Not required for my work","No","No","No","Yes","No","Not required for my work","No","Yes","some text","Yes","I don't know","No",NA,NA,"Yes","I don't know","Yes","Yes","Agree","Agree","Strongly Agree","Strongly Agree","Agree","Neutral","Disagree","Disagree","Regularly","Never","Never","Never","All the time","Sometimes","I don't understand this question","Never","Regularly","I don't understand this question","Never","I don't understand this question","Sometimes","Regularly","I don't understand this question","All the time","Never","Regularly","Never","I don't understand this question","Regularly","I don't know","I don't know","No",NA,"some text",NA,"some text"
100000017,18,NA,NA,"100.00.000.00",NA,1698619500,1698180300,"Web link 3","Civil service, including devolved administrations","Fast Stream","Active Travel England",NA,"Yes","No","Yes","Yes","No","Yes","No","Yes","Yes","Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Any other qualification",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rarely","No","Yes","I don't know","Yes","No","Yes","I don't know","Yes","I don't know","No","I don't know",NA,"No","No","Yes","Yes","Not required for my work","No","Not required for my work","No","Yes","No",NA,"No","Yes","No",NA,NA,"Yes","I don't know","Yes, and I am a RAP Champion","Yes, but I haven't read it","Disagree","Neutral","Neutral","Agree","Disagree","Disagree","Agree","Strongly Disagree","Regularly","Rarely","Rarely","Never","All the time","Sometimes","All the time","I don't understand this question","All the time","Rarely","I don't understand this question","All the time","All the time","Never","Regularly","Regularly","Never","Rarely","Rarely","I don't understand this question","Regularly","No","No","I don't know",NA,NA,"some text","some text"
100000018,19,NA,NA,"100.00.000.00",NA,1699813800,1700026200,"Web link 5","Civil service, including devolved administrations","Fast Stream","Food Standards Agency",NA,"Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Master's degree (or equivalent)","English","PhD","No","Other","MSc","Yes","English","MSc","Yes","Rarely","No","I don't know","Yes","Yes","Yes","Yes","Yes","Yes","I don't know","No","Yes",NA,"Yes","No","No","Yes","Not required for my work","Yes","Yes","Yes","Not required for my work","Yes",NA,"Yes","I don't know","No",NA,NA,"No",NA,NA,NA,"Disagree","Strongly Disagree","Neutral","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Agree","Never","Never","Never","I don't understand this question","Rarely","Rarely","Never","I don't understand this question","Sometimes","Never","I don't understand this question","Sometimes","Rarely","Rarely","Regularly","Sometimes","Never","Sometimes","Never","Never","Sometimes","I don't know","Yes","Yes",NA,"some text","some text","some text"
100000019,20,NA,NA,"100.00.000.00",NA,1697490900,1699778700,"Web link 4","NHS or local healthcare service",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHS","Band 5",NA,"Northern Ireland",NA,NA,NA,"Health and Social Care Trust","Master's degree (or equivalent)","Mathematics","Other","Yes","Science","Other","No","English","BSc","Yes","Sometimes","No","No","Yes","No","I don't know","Yes","No","No","I don't know","I don't know","I don't know",NA,"Yes","Not required for my work","Yes","No","Yes","Yes","Yes","No","Not required for my work","Yes",NA,"No","No","Yes","Previous private sector employment","It has become slightly better","No",NA,NA,NA,"Agree","Strongly Agree","Neutral","Disagree","Strongly Agree","Disagree","Disagree","Strongly Disagree","Never","Never","Regularly","All the time","All the time","Sometimes","All the time","Never","Never","Regularly","Rarely","Rarely","All the time","I don't understand this question","Never","Regularly","I don't understand this question","I don't understand this question","All the time","Regularly","Sometimes","Yes","I don't know","I don't know",NA,"some text","some text",NA
100000020,21,NA,NA,"100.00.000.00",NA,1699488900,1698983100,"Web link 5","NHS or local healthcare service",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHS","Band 3",NA,"Wales",NA,NA,"NHS Trust",NA,"Bachelor's degree (or equivalent)","Science","MSc","Yes",NA,NA,NA,NA,NA,NA,"Regularly","Yes","No","I don't know","Yes","I don't know","No","No","I don't know","Yes","No","No","some text","Not required for my work","Yes","Not required for my work","Not required for my work","No","Not required for my work","Yes","Not required for my work","Yes","No",NA,"I don't know","No","No",NA,NA,"Yes","No","Yes","Yes","Strongly Agree","Neutral","Disagree","Agree","Strongly Disagree","Strongly Agree","Agree","Agree","Sometimes","Rarely","I don't understand this question","I don't understand this question","I don't understand this question","Rarely","All the time","Never","Regularly","Regularly","Rarely","Rarely","Regularly","Sometimes","Rarely","Never","I don't understand this question","Regularly","Never","Never","Rarely","Yes","Yes","No",NA,NA,NA,"some text"
100000021,22,NA,NA,"100.00.000.00",NA,1698183000,1699320600,"Web link 5","Civil service, including devolved administrations","Higher Executive Officer (or equivalent)","Legal Aid Agency",NA,"Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Master's degree (or equivalent)","English","PhD","Yes","Science","PhD","No","Science","MSc","Yes","Rarely","Yes","No","No","Yes","No","No","I don't know","Yes","No","I don't know","I don't know",NA,"Not required for my work","Not required for my work","Yes","Not required for my work","Yes","Yes","Not required for my work","Yes","No","No",NA,"No","I don't know","I don't know",NA,NA,"Yes","No","No","No","Strongly Disagree","Strongly Disagree","Agree","Strongly Disagree","Disagree","Disagree","Disagree","Neutral","Sometimes","Never","I don't understand this question","I don't understand this question","Never","Rarely","Never","Regularly","Regularly","Regularly","Rarely","Sometimes","Regularly","Regularly","All the time","Never","All the time","All the time","Sometimes","Never","All the time","Yes","Yes","No","some text","some text","some text",NA
100000022,23,NA,NA,"100.00.000.00",NA,1697688900,1697453100,"Web link 4","Civil service, including devolved administrations","Other","Department for Environment Food & Rural Affairs (excl. agencies)",NA,"No","Yes","No","Yes","Yes","No","Yes","Yes","No","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Doctoral degree (or equivalent)","Science","Other","Yes",NA,NA,NA,NA,NA,NA,"Regularly","Yes","I don't know","Yes","I don't know","I don't know","Yes","Yes","Yes","I don't know","I don't know","I don't know",NA,"Not required for my work","Not required for my work","No","No","Yes","No","Yes","Yes","No","Yes",NA,"No","Yes","Yes","Previous public sector employment","It has become slightly better","Yes","No","No","Yes","Agree","Strongly Disagree","Disagree","Agree","Strongly Disagree","Agree","Strongly Agree","Strongly Disagree","Never","All the time","All the time","Rarely","Sometimes","Sometimes","Rarely","Never","Regularly","Sometimes","Regularly","All the time","Rarely","Regularly","Sometimes","Sometimes","All the time","Regularly","Rarely","Never","All the time","No","I don't know","Yes","some text",NA,NA,"some text"
100000023,24,NA,NA,"100.00.000.00",NA,1697418900,1697626800,"Web link 3","Civil service, including devolved administrations","Senior Executive Officer (or equivalent)","HM Prison and Probation Service",NA,"No","Yes","Yes","No","Yes","No","No","Yes","Yes","No","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Master's degree (or equivalent)","Other","BSc","Yes",NA,NA,NA,NA,NA,NA,"Never",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"some text",NA,NA,"some text"
100000024,25,NA,NA,"100.00.000.00",NA,1697897700,1699625700,"Web link 4","NHS or local healthcare service",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHS","Band 2",NA,"Scotland",NA,"Regional Health Board",NA,NA,"Master's degree (or equivalent)","Science","Other","Yes","Mathematics","BSc","Yes","Science","PhD","No","All the time","Yes","Yes","No","No","Yes","No","No","Yes","I don't know","I don't know","Yes","some text","Yes","Not required for my work","Not required for my work","Yes","Yes","No","No","Not required for my work","Yes","No",NA,"Yes","I don't know","Yes","Education","It has become significantly worse","Yes","No","Yes, and I am a RAP Champion","Yes","Disagree","Disagree","Neutral","Strongly Disagree","Neutral","Neutral","Agree","Strongly Agree","All the time","Rarely","Never","Never","Rarely","All the time","Regularly","All the time","Rarely","Never","Sometimes","Sometimes","Never","Rarely","All the time","All the time","Rarely","I don't understand this question","Rarely","All the time","All the time","I don't know","I don't know","Yes","some text",NA,NA,NA
